epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_rms_excl,proxy_pde_max_excl,proxy_pde_p50,proxy_pde_p90,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
1000,0.004306892053142423,7.735103417849545e-05,0.55601037968431,0.30955216466828894,20.526231101130712,5.3061163121413093e-11,0.009735242756552423,0.028652143256904367,0.005802653823171959,2.508457851577987e-16,0.3109295076949584,0.005669683171531278,675.1
1100,0.004306890746613404,7.735022918045862e-05,0.5560168561099071,0.3095536493002447,20.52644750127678,5.3081660482136e-11,0.00973466461524525,0.028652152585460437,0.0058025984461248245,2.5083399766307273e-16,0.31093098557655263,0.005669365515694117,691.62
1200,0.0043068894728894415,7.734940825447136e-05,0.5560221081321539,0.3095549610347188,20.52662700421349,5.309874968817699e-11,0.009738294211972809,0.028652143921072893,0.005802550151118836,2.508243503264062e-16,0.3109322898007481,0.005669068212322284,706.03
1300,0.0043068882254959345,7.734857642028491e-05,0.5560263717908157,0.30955613201997,20.526776280702464,5.309673656042088e-11,0.00973860441975627,0.028652120823150086,0.005802507895011822,2.508162660353734e-16,0.31093345268192224,0.0056687903770057824,722.52
1400,0.0043068869999129105,7.734773905303874e-05,0.5560298369089894,0.3095571895007431,20.526900759688093,5.3094881208067694e-11,0.009739099914096785,0.028652086121384635,0.005802470768586138,2.5080930856391225e-16,0.31093450158791724,0.005668530885009887,737.51
1500,0.004306885792897488,7.734690132654826e-05,0.556032656351678,0.3095581563902818,20.527004866712023,5.3093161415840616e-11,0.009740690260003737,0.0286520420655479,0.005802437984289732,2.5080314848569583e-16,0.310935459523094,0.005668288470943822,753.42
1600,0.004306884602056715,7.734606793239116e-05,0.5560349533935406,0.30955905183166826,20.527092215305387,5.3091558161669144e-11,0.009740500302132488,0.028651990446676618,0.005802408863277755,2.5079753744525636e-16,0.31093634569811,0.005668061804748466,769.38
1700,0.004306883425575406,7.734524296071268e-05,0.5560368275970832,0.3095598917230988,20.52716576115288,5.3090055209513973e-11,0.009740178440441696,0.028651932694353694,0.005802382822614382,2.5079228869187575e-16,0.3109371760615938,0.0056678495477843534,784.46
1800,0.004306882262039217,7.734442987018342e-05,0.5560383595010135,0.30956068919058694,20.527227926237202,5.308863873261546e-11,0.00973988691461405,0.028651869954009722,0.0058023593632653666,2.5078726233628467e-16,0.31093796377765315,0.0056676503926239765,801.02
1900,0.004306881110318814,7.734363150845926e-05,0.5560396143629093,0.30956145500602505,20.52728069893905,5.308729697492073e-11,0.00973962287226305,0.028651803147993902,0.005802338059123539,2.507823541672603e-16,0.3109387196475071,0.00566746309002064,815.52
2000,0.004306879969491185,7.734285015509383e-05,0.5560406451431393,0.309562197948689,20.52732571463148,5.308601995349275e-11,0.009739383781343909,0.028651733023437063,0.005802318547243325,2.507774871706594e-16,0.3109394524736179,0.005667286465924194,832.09
2100,0.004306878838786976,7.734208757892258e-05,0.5560414948925178,0.30956292512010947,20.527364320853025,5.3084799198310035e-11,0.009739167388558737,0.02865166018971888,0.0058023005191473395,2.5077260506751575e-16,0.3109401693764576,0.005667119431136779,846.54
2200,0.004306877717553002,7.734134509724034e-05,0.5560421986595182,0.30956364221324567,20.527397629912276,5.308362752760055e-11,0.00973897168392321,0.028651585147634686,0.005802283713235459,2.5076766739366787e-16,0.3109408760650349,0.005666960985489742,863.12
2300,0.004306876605225976,7.73406236342036e-05,0.5560427850169177,0.30956435374211844,20.527426561438332,5.3082498854576195e-11,0.00973844480002417,0.028651508312047325,0.00580226790818021,2.507626457477221e-16,0.3109415770674759,0.0056668102181273786,878.37
2400,0.004306875501313678,7.733992377620711e-05,0.5560432772857318,0.30956506323763383,20.52745187688154,5.308140802170864e-11,0.009736141154338268,0.028651430029482467,0.0058022529171955755,2.507575209199148e-16,0.31094227592749374,0.005666666305123479,893.95
2500,0.0043068744053805985,7.733924582239399e-05,0.5560436945191918,0.3095657734142717,20.527474207552498,5.308035065886056e-11,0.009734298501264123,0.028651350591819575,0.0058022385830728725,2.5075228069212483e-16,0.3109429753715084,0.0056665285053490375,909.84
2600,0.0043068733170378015,7.733858983025491e-05,0.5560440522927289,0.30956648631032085,20.527494077390156,5.307932306262892e-11,0.009734690215282948,0.028651270246861486,0.005802224773923699,2.5074691815237524e-16,0.3109436774491546,0.0056663961552097806,924.57
2700,0.0043068722359347646,7.733795565545113e-05,0.5560443633412802,0.3095672034061107,20.52751192154045,5.3078322093630396e-11,0.009734803407208559,0.02865118920661102,0.0058022113795150616,2.5074143040464763e-16,0.3109443836516845,0.005666268662842665,940.89
2800,0.00430687116175321,7.73373429876162e-05,0.5560446380752104,0.3095679257246334,20.527528101572383,5.3077345088940125e-11,0.00973493767701572,0.02865110765372325,0.005802198308101902,2.507358175687242e-16,0.3109450950126789,0.005666145502070981,955.27
2900,0.004306870094202454,7.733675138162796e-05,0.5560448849985202,0.3095686539160242,20.527542917963032,5.307638978780979e-11,0.009735089682567921,0.02865102574659236,0.0058021854837057235,2.50730082012227e-16,0.31094581219257217,0.0056660262064265835,971.72
3000,0.004306869033015252,7.733618028349608e-05,0.5560451110467882,0.30956938832730074,20.52755662029413,5.307545426907857e-11,0.009735256583584151,0.028650943623311224,0.005802172843805747,2.5072422776372003e-16,0.3109465355484037,0.005665910363306491,986.05
